Vertical,Base URL,HTTP Method,Path,Full URL,Source,Auth,Notes
Food Driver,/api/v1/delivery-mobile,DELETE,/boxes/:box_id,/api/v1/delivery-mobile/boxes/:box_id,Baseline (Food Driver),Delivery mobile auth (JWT),
Food Driver,/api/v1/delivery-mobile,PATCH,/boxes/:box_id/settings,/api/v1/delivery-mobile/boxes/:box_id/settings,Baseline (Food Driver),Delivery mobile auth (JWT),
Food Driver,/api/v1/delivery-mobile,POST,/boxes/:box_id/connection,/api/v1/delivery-mobile/boxes/:box_id/connection,Baseline (Food Driver),Delivery mobile auth (JWT),
Food Driver,/api/v1/delivery-mobile,DELETE,/boxes/:box_id/connection,/api/v1/delivery-mobile/boxes/:box_id/connection,Baseline (Food Driver),Delivery mobile auth (JWT),
Food Driver,/api/v1/delivery-mobile,POST,/boxes/:box_id/lock/otp,/api/v1/delivery-mobile/boxes/:box_id/lock/otp,Baseline (Food Driver),Delivery mobile auth (JWT),GrubLock OTP request; sensitive OTP rate limit
Food Driver,/api/v1/delivery-mobile,POST,/boxes/:box_id/lock/verify,/api/v1/delivery-mobile/boxes/:box_id/lock/verify,Baseline (Food Driver),Delivery mobile auth (JWT),GrubLock OTP verify + unlock; sensitive OTP rate limit
Food Driver,/api/v1/delivery-mobile,PATCH,/boxes/:box_id/lock,/api/v1/delivery-mobile/boxes/:box_id/lock,Baseline (Food Driver),Delivery mobile auth (JWT),GrubLock lock/unlock toggle after OTP verify
Food Driver,/api/v1/delivery-mobile,GET,/notification,/api/v1/delivery-mobile/notification,Baseline (Food Driver),Delivery mobile auth (JWT),
Food Driver,/api/v1/delivery-mobile,PATCH,/notification,/api/v1/delivery-mobile/notification,Baseline (Food Driver),Delivery mobile auth (JWT),Mark read / dismiss
Food Driver,/api/v1/delivery-mobile,POST,/notification/test-trigger,/api/v1/delivery-mobile/notification/test-trigger,Baseline (Food Driver),Delivery mobile auth (JWT),Dev/test only
